100,1000,0.933204,0.921977,0.904947,0.902621,0.911904,0.920088,0.968691,0.054385
4,985,0.553333,0.693333,0.7,0.69,0.63,0.556667,0.54,0.407978
31,1000,0.997275,0.963907,0.950269,0.953811,0.95752,0.975789,0.997389,0.310619
5,1000,0.931129,0.958678,0.99449,0.991736,0.988981,0.606061,0.986226,0.241663
100,615,0.985464,0.930695,0.900805,0.89239,0.884718,0.762419,0.821155,0.027183
7,600,0.653716,0.738176,0.706644,0.706081,0.664977,0.668356,0.824324,0.826436
100,1000,0.751062,0.971547,0.980889,0.980158,0.980747,0.936763,0.99829,0.030074
100,930,0.895532,0.948575,0.960332,0.938672,0.937519,0.774653,0.987736,0.010373
100,1000,0.890859,0.627932,0.653486,0.615896,0.654888,0.701908,0.943309,0.0085
100,1000,0.793416,0.730073,0.855412,0.856838,0.710549,0.331995,0.971776,0.009375
89,900,0.391999,0.475873,0.465604,0.459996,0.453553,0.577624,0.805395,0.214288
100,1000,0.736107,0.742987,0.765329,0.756281,0.689677,0.535658,0.872502,0.04046
100,1000,0.66199,0.880827,0.887589,0.861114,0.853717,0.697486,0.95919,0.124574
63,1000,0.476289,0.33658,0.342483,0.334711,0.325036,0.314246,0.842254,0.317492
